X,y
5.449999999999948,102.91000000000001
5.459999999999948,102.90800000000002
5.469999999999947,102.906
5.479999999999947,102.90400000000001
5.489999999999947,102.90200000000002
5.499999999999947,102.9
5.5099999999999465,102.89800000000001
5.519999999999946,102.89600000000002
5.529999999999946,102.894
5.539999999999946,102.89200000000001
5.549999999999946,102.89000000000001
5.559999999999945,102.888
5.569999999999945,102.88600000000001
5.579999999999945,102.88400000000001
5.589999999999945,102.882
5.599999999999945,102.88000000000001
5.609999999999944,102.87800000000001
5.619999999999944,102.876
5.629999999999944,102.87400000000001
5.639999999999944,102.87200000000001
5.6499999999999435,102.87
5.659999999999943,102.86800000000001
5.669999999999943,102.86600000000001
5.679999999999943,102.864
5.689999999999943,102.86200000000001
5.6999999999999424,102.86000000000001
5.709999999999942,102.85800000000002
5.719999999999942,102.85600000000001
5.729999999999942,102.85400000000001
5.739999999999942,102.85200000000002
5.749999999999941,102.85000000000001
5.759999999999941,102.84800000000001
5.769999999999941,102.84600000000002
5.779999999999941,102.84400000000001
5.7899999999999405,102.84200000000001
5.79999999999994,102.84000000000002
5.80999999999994,102.83800000000001
5.81999999999994,102.83600000000001
5.82999999999994,102.83400000000002
5.8399999999999395,102.83200000000001
5.849999999999939,102.83000000000001
5.859999999999939,102.82800000000002
5.869999999999939,102.82600000000001
5.879999999999939,102.82400000000001
5.889999999999938,102.82200000000002
5.899999999999938,102.82000000000001
5.909999999999938,102.81800000000001
5.919999999999938,102.81600000000002
5.9299999999999375,102.81400000000001
5.939999999999937,102.81200000000001
5.949999999999937,102.81000000000002
5.959999999999937,102.808
5.969999999999937,102.80600000000001
5.9799999999999365,102.80400000000002
5.989999999999936,102.802
5.999999999999936,102.80000000000001
6.009999999999936,102.79800000000002
6.019999999999936,102.796
6.029999999999935,102.79400000000001
6.039999999999935,102.79200000000002
6.049999999999935,102.79
6.059999999999935,102.78800000000001
6.069999999999935,102.78600000000002
6.079999999999934,102.78400000000002
6.089999999999934,102.78200000000001
6.099999999999934,102.78000000000002
6.109999999999934,102.77800000000002
6.1199999999999335,102.77600000000001
6.129999999999933,102.77400000000002
6.139999999999933,102.77200000000002
6.149999999999933,102.77000000000001
6.159999999999933,102.76800000000001
6.169999999999932,102.76600000000002
6.179999999999932,102.76400000000001
6.189999999999932,102.76200000000001
6.199999999999932,102.76000000000002
6.209999999999932,102.75800000000001
6.219999999999931,102.75600000000001
6.229999999999931,102.75400000000002
6.239999999999931,102.75200000000001
6.249999999999931,102.75000000000001
6.2599999999999305,102.74800000000002
6.26999999999993,102.74600000000001
6.27999999999993,102.74400000000001
6.28999999999993,102.74200000000002
6.29999999999993,102.74000000000001
6.309999999999929,102.73800000000001
6.319999999999929,102.73600000000002
6.329999999999929,102.73400000000001
6.339999999999929,102.73200000000001
6.349999999999929,102.73000000000002
6.359999999999928,102.72800000000001
6.369999999999928,102.72600000000001
6.379999999999928,102.72400000000002
6.389999999999928,102.72200000000001
6.3999999999999275,102.72000000000001
6.409999999999927,102.71800000000002
6.419999999999927,102.71600000000001
6.429999999999927,102.71400000000001
6.439999999999927,102.71200000000002
6.4499999999999265,102.71000000000001
6.459999999999926,102.70800000000001
6.469999999999926,102.70600000000002
6.479999999999926,102.70400000000001
6.489999999999926,102.70200000000001
6.499999999999925,102.70000000000002
6.509999999999925,102.69800000000002
6.519999999999925,102.69600000000001
6.529999999999925,102.69400000000002
6.5399999999999245,102.69200000000002
6.549999999999924,102.69000000000001
6.559999999999924,102.68800000000002
6.569999999999924,102.68600000000002
6.579999999999924,102.68400000000001
6.5899999999999235,102.68200000000002
6.599999999999923,102.68000000000002
6.609999999999923,102.67800000000001
6.619999999999923,102.67600000000002
6.629999999999923,102.67400000000002
6.639999999999922,102.67200000000001
6.649999999999922,102.67000000000002
6.659999999999922,102.66800000000002
6.669999999999922,102.66600000000001
6.679999999999922,102.66400000000002
6.689999999999921,102.66200000000002
6.699999999999921,102.66000000000001
6.709999999999921,102.65800000000002
6.719999999999921,102.65600000000002
6.7299999999999205,102.65400000000001
6.73999999999992,102.65200000000002
6.74999999999992,102.65000000000002
6.75999999999992,102.64800000000001
6.76999999999992,102.64600000000002
6.779999999999919,102.64400000000002
6.789999999999919,102.64200000000001
6.799999999999919,102.64000000000001
6.809999999999919,102.63800000000002
6.819999999999919,102.63600000000001
6.829999999999918,102.63400000000001
6.839999999999918,102.63200000000002
6.849999999999918,102.63000000000001
6.859999999999918,102.62800000000001
6.8699999999999175,102.62600000000002
6.879999999999917,102.62400000000002
6.889999999999917,102.62200000000001
6.899999999999917,102.62000000000002
6.909999999999917,102.61800000000002
6.919999999999916,102.61600000000001
6.929999999999916,102.61400000000002
6.939999999999916,102.61200000000002
6.949999999999916,102.61000000000001
6.959999999999916,102.60800000000002
6.969999999999915,102.60600000000002
6.979999999999915,102.60400000000001
6.989999999999915,102.60200000000002
